report_number,categories,primary_category,confidence,ai_specific
1061932-2021-00056,F,F,high,False
1061932-2021-00057,"A,B,D",B,medium,False
1061932-2021-00058,"F,G",F,high,False
1061932-2021-00059,F,F,high,False
1061932-2021-00060,"B,C",B,high,True
1061932-2021-00061,F,F,high,False
1061932-2021-00062,"B,C",B,high,False
1061932-2021-00063,F,F,medium,False
1061932-2021-00064,F,F,high,False
1061932-2021-00066,F,F,high,False
1061932-2021-00065,"E,F",E,medium,False
1061932-2021-00067,F,F,high,False
1061932-2021-00068,F,F,high,False
1061932-2021-00069,E,E,medium,False
1061932-2021-00072,F,F,high,False
1061932-2021-00071,F,F,high,False
1061932-2021-00073,F,F,high,False
1061932-2021-00074,F,F,high,False
1061932-2021-00075,F,F,high,False
1061932-2021-00077,F,F,high,False
1061932-2021-00076,F,F,high,False
1061932-2021-00078,F,F,high,False
1061932-2021-00079,"A,E",E,medium,False
1061932-2021-00080,"G,D",D,high,False
1061932-2021-00081,"B,E",B,high,False
1061932-2021-00082,"F,B",F,high,False
1061932-2021-00083,"B,C,G",B,high,False
1061932-2021-00085,F,F,high,False
1061932-2021-00088,F,F,high,False
1061932-2021-00089,"B,C",B,high,False
1061932-2021-00091,F,F,high,False
1061932-2021-00092,F,F,high,False
1061932-2021-00093,"B,C",B,high,True
1061932-2021-00094,"B,C,G",B,high,True
1061932-2021-00095,F,F,high,False
1061932-2021-00096,F,F,high,False
1061932-2021-00097,"F,G",F,high,False
1061932-2021-00099,"B,C,G",B,high,True
1061932-2021-00100,F,F,high,False
1061932-2021-00102,F,F,high,False
1061932-2021-00103,F,F,high,False
1061932-2021-00104,F,F,high,False
1061932-2021-00098,F,F,high,False
1061932-2021-00105,"B,C,G",B,high,True
1061932-2021-00106,"D,C,G",D,high,False
1061932-2021-00107,"F,B",F,high,False
1061932-2021-00108,F,F,high,False
1061932-2021-00109,"F,G",F,high,False
1061932-2021-00110,F,F,high,False
1061932-2021-00111,"B,C",B,high,False
1061932-2021-00112,F,F,high,False
1061932-2021-00113,F,F,high,False
1061932-2021-00114,F,F,high,False
1061932-2021-00115,F,F,high,False
1061932-2021-00116,"A,D",D,medium,False
1061932-2021-00117,"B,C",B,high,True
1061932-2021-00118,E,E,medium,False
1061932-2021-00119,F,F,medium,False
1061932-2021-00121,"B,G",B,high,True
1061932-2021-00120,"E,C,G",E,high,False
1061932-2021-00122,F,F,high,False
1061932-2021-00124,E,E,medium,False
1061932-2021-00125,F,F,high,False
1061932-2021-00126,F,F,high,False
1061932-2021-00127,F,F,high,False
1061932-2021-00129,"B,G",B,high,True
1061932-2021-00128,F,F,high,False
1061932-2021-00130,"B,C",B,high,False
1061932-2021-00131,B,B,high,False
1061932-2021-00132,U,U,high,False
1061932-2021-00133,F,F,high,False
1061932-2021-00134,F,F,high,False
1061932-2021-00135,F,F,high,False
1061932-2021-00136,U,U,high,False
1061932-2021-00137,F,F,high,False
1061932-2021-00138,F,F,high,False
1061932-2021-00139,F,F,high,False
1061932-2021-00140,F,F,high,False
1061932-2021-00142,F,F,high,False
1061932-2021-00141,F,F,high,False
1061932-2021-00143,F,F,high,False
1061932-2021-00144,F,F,high,False
1061932-2021-00145,F,F,high,False
1061932-2021-00146,F,F,high,False
1061932-2021-00147,U,U,high,False
1061932-2021-00148,F,F,high,False
1061932-2021-00149,E,E,high,False
1061932-2021-00150,F,F,high,False
1061932-2021-00151,F,F,high,False
1061932-2021-00152,F,F,high,False
1061932-2021-00154,F,F,high,False
1061932-2021-00155,F,F,high,False
1061932-2021-00156,E,E,medium,False
1061932-2021-00157,F,F,high,False
1061932-2021-00158,F,F,high,False
1061932-2021-00159,F,F,high,False
1061932-2021-00160,F,F,high,False
1061932-2021-00161,"B,G",B,high,True
1061932-2021-00162,F,F,high,False
1061932-2021-00163,F,F,high,False
1061932-2021-00164,B,B,medium,False
1061932-2021-00165,"B,G",B,high,False
1061932-2021-00166,F,F,high,False
1061932-2021-00167,F,F,high,False
1061932-2021-00169,F,F,high,False
1061932-2021-00170,F,F,high,False
1061932-2021-00168,F,F,high,False
1061932-2021-00171,F,F,high,False
1061932-2021-00173,"B,G",B,high,True
1061932-2021-00172,F,F,high,False
1061932-2021-00174,F,F,high,False
1061932-2021-00175,"A,B,G",B,high,False
1061932-2021-00176,"B,C",B,high,False
1061932-2021-00177,"F,B",B,high,False
1061932-2021-00179,F,F,high,False
1061932-2021-00178,F,F,high,False
1061932-2021-00181,E,E,medium,False
1061932-2021-00180,F,F,high,False
1061932-2021-00182,"B,C",B,high,False
1061932-2021-00183,F,F,high,False
1061932-2022-00184,F,F,high,False
1061932-2022-00001,F,F,high,False
1061932-2022-00004,F,F,high,False
1061932-2022-00005,F,F,high,False
1061932-2022-00002,F,F,high,False
1061932-2022-00003,F,F,high,False
1061932-2022-00006,"B,C",B,high,True
1061932-2022-00007,F,F,high,False
1061932-2022-00008,F,F,high,False
1061932-2022-00009,F,F,high,False
1061932-2022-00012,B,B,medium,False
1061932-2022-00013,"B,G",B,high,False
1061932-2022-00014,"B,G",B,medium,True
1061932-2022-00015,F,F,high,False
1061932-2022-00016,F,F,high,False
1061932-2022-00017,"B,C",B,high,True
1061932-2022-00018,F,F,high,False
1061932-2022-00019,F,F,high,False
1061932-2022-00021,F,F,high,False
1061932-2022-00022,F,F,high,False
1061932-2022-00023,"B,C",B,high,True
1061932-2022-00024,F,F,high,False
1061932-2022-00025,F,F,high,False
1061932-2022-00026,"A,D",A,medium,False
1061932-2022-00027,F,F,high,False
1061932-2022-00028,F,F,high,False
1061932-2022-00029,F,F,high,False
1061932-2022-00030,F,F,high,False
1061932-2022-00031,F,F,high,False
1061932-2022-00032,F,F,high,False
1061932-2022-00033,F,F,high,False
1061932-2022-00034,"D,G",D,high,False
1061932-2022-00035,F,F,high,False
1061932-2022-00036,F,F,high,False
1061932-2022-00037,"F,B",B,high,True
1061932-2022-00038,B,B,medium,False
1061932-2022-00039,F,F,high,False
1061932-2022-00040,F,F,high,False
1061932-2022-00041,F,F,high,False
1061932-2022-00042,F,F,high,False
1061932-2022-00043,F,F,high,False
1061932-2022-00045,"A,F",A,high,False
1061932-2022-00044,F,F,high,False
1061932-2022-00046,F,F,high,False
1061932-2022-00047,F,F,high,False
1061932-2022-00048,F,F,high,False
1061932-2022-00049,F,F,high,False
1061932-2022-00050,"D,B,G",B,high,False
1061932-2022-00051,F,F,high,False
1061932-2022-00052,"B,F",B,high,False
1061932-2022-00053,"A,B,G",B,high,False
1061932-2022-00054,"F,B",B,high,False
1061932-2022-00055,F,F,high,False
1061932-2022-00056,F,F,high,False
1061932-2022-00058,F,F,high,False
1061932-2022-00059,"B,C",B,high,True
1061932-2022-00060,"B,C",B,high,False
1061932-2022-00061,G,G,high,False
1061932-2022-00062,F,F,high,False
1061932-2022-00064,E,E,medium,False
1061932-2022-00065,F,F,high,False
1061932-2022-00066,"B,G",B,high,True
1061932-2022-00068,"B,G",B,high,False
1061932-2022-00069,"B,G",B,medium,False
1061932-2022-00070,"B,C",B,high,False
1061932-2022-00071,F,F,high,False
1061932-2022-00072,"B,G",B,high,True
1061932-2022-00073,"B,G",B,medium,False
1061932-2022-00074,F,F,high,False
1061932-2022-00075,F,F,high,False
1061932-2022-00076,"A,B,F",B,high,False
1061932-2023-00077,B,B,medium,False
1061932-2023-00078,F,F,high,False
1061932-2023-00079,"B,G",B,high,True
1061932-2023-00080,B,B,high,True
1061932-2023-00081,"F,G",F,high,False
1061932-2023-00082,"B,C",B,high,True
1061932-2023-00083,D,D,high,False
1061932-2023-00084,"B,C,G",B,high,False
1061932-2023-00085,F,F,high,False
1061932-2023-00086,"B,G",B,high,False
1061932-2023-00087,F,F,high,False
1061932-2023-00088,F,F,high,False
1061932-2023-00089,"B,C",B,high,True
1061932-2023-00090,"F,G",F,high,False
1061932-2023-00091,"B,C,G",B,high,True
1061932-2023-00092,F,F,high,False
1061932-2023-00093,F,F,high,False
1061932-2023-00094,"B,D,G",B,high,False
1061932-2023-00095,"B,G",B,high,True
1061932-2023-00096,"A,F",A,medium,False
1061932-2023-00097,F,F,high,False
1061932-2023-00098,F,F,high,False
1061932-2023-00099,F,F,high,False
1061932-2023-00100,"B,C",B,high,True
1061932-2023-00101,"F,B",F,high,False
1061932-2023-00102,"B,F",B,high,True
1061932-2023-00107,"D,G",D,high,False
1061932-2023-00109,"B,C",B,high,True
1061932-2024-00001,"B,G",B,high,True
1061932-2024-00002,F,F,high,False
1061932-2024-00003,"B,G",B,high,False
1061932-2024-00004,"A,B",A,high,False
1061932-2024-00005,"A,B",B,medium,False
1061932-2024-00006,F,F,high,False
1061932-2024-00007,F,F,high,False
1061932-2024-00008,"B,G",B,high,False
1061932-2024-00010,G,G,high,False
1061932-2024-00011,F,F,high,False
1061932-2024-00013,"B,G",B,high,False
1061932-2024-00015,"B,G",B,high,False
1061932-2024-00016,F,F,high,False
1061932-2025-00019,"B,F",B,high,False
1061932-2025-00020,"B,G",B,high,True
1061932-2025-00021,"B,G",B,high,False
1061932-2025-00022,"A,B",B,high,True
1061932-2025-00023,"B,G",B,high,False
1061932-2025-00024,B,B,medium,False
1061932-2025-00026,"B,C",B,high,True
1061932-2025-00027,"B,C",B,high,True
1061932-2025-00028,"B,G",B,high,False
1061932-2025-00030,"B,G",B,medium,False
1061932-2025-00032,"B,C,G",B,high,True
1061932-2026-00001,"B,F",B,high,False
1061932-2026-00002,"B,F",B,high,False
1061932-2026-00003,"B,G",B,high,False
1061932-2026-00004,"B,G",B,high,False
1061932-2026-00006,"A,B,C",B,high,False
1061932-2026-00007,"B,D,G",B,high,True
1061932-2026-00008,"F,G",F,high,False
1061932-2026-00009,"B,G",B,high,True
1061932-2020-01928,F,F,high,False
1061932-2020-01926,F,F,high,False
1061932-2020-01929,F,F,high,False
1061932-2020-01930,F,F,high,False
1061932-2020-01927,F,F,high,False
1061932-2020-01931,F,F,high,False
1061932-2020-01932,B,B,medium,False
1061932-2020-00001,"E,F",E,medium,False
1061932-2020-00002,F,F,high,False
1061932-2020-00007,F,F,high,False
1061932-2020-00006,F,F,high,False
1061932-2020-00004,F,F,high,False
1061932-2020-00005,"B,F",B,medium,False
1061932-2020-00003,F,F,high,False
1061932-2020-00008,F,F,high,False
1061932-2020-00009,"D,C",D,high,False
1061932-2020-00011,"D,G",D,medium,False
1061932-2020-00012,F,F,high,False
1061932-2020-00013,F,F,high,False
1061932-2020-00014,F,F,high,False
1061932-2020-00015,"B,C",B,high,False
1061932-2020-00016,F,F,high,False
1061932-2020-00017,F,F,high,False
1061932-2020-00019,F,F,high,False
1061932-2020-00020,F,F,high,False
1061932-2020-00018,F,F,high,False
1061932-2020-00021,F,F,high,False
1061932-2020-00023,F,F,high,False
1061932-2020-00022,F,F,high,False
1061932-2020-00024,"B,G",B,high,False
1061932-2020-00025,"B,C,G",B,high,True
1061932-2020-00027,F,F,high,False
1061932-2020-00026,F,F,high,False
1061932-2020-00028,F,F,high,False
1061932-2020-00029,F,F,high,False
1061932-2020-00030,F,F,high,False
1061932-2020-00033,F,F,high,False
1061932-2020-00036,F,F,high,False
1061932-2020-00031,F,F,high,False
1061932-2020-00035,F,F,high,False
1061932-2020-00034,F,F,high,False
1061932-2020-00032,F,F,high,False
1061932-2020-00037,F,F,high,False
1061932-2020-00039,F,F,high,False
1061932-2020-00041,F,F,high,False
1061932-2020-00038,F,F,high,False
1061932-2020-00042,F,F,high,False
1061932-2020-00040,F,F,high,False
1061932-2020-00043,F,F,high,False
1061932-2020-00044,F,F,high,False
1061932-2020-00045,F,F,high,False
1061932-2020-00046,F,F,high,False
1061932-2020-00047,F,F,high,False
1061932-2020-01933,"B,D",B,medium,False
1061932-2020-00048,F,F,high,False
1061932-2020-00049,F,F,high,False
1061932-2020-00050,F,F,high,False
1061932-2020-00051,F,F,high,False
1061932-2020-00052,F,F,high,False
1061932-2020-00053,F,F,high,False
1061932-2020-00054,F,F,high,False
1061932-2020-00055,F,F,high,False
1061932-2020-00056,F,F,high,False
3010605876-2022-00001,"F,G",F,high,False
3010605876-2023-00001,"F,G",F,high,False
3004426795-2023-00001,U,U,high,False
3004426795-2025-00001,U,U,high,False
8043933-2020-00022,"B,G",B,high,True
8043933-2020-00027,"B,G",B,high,True
8043933-2020-00029,"B,D,G",B,high,True
8043933-2020-00030,"D,B,G",B,high,True
8043933-2020-00031,"D,B,G",D,high,True
8043933-2020-00032,"B,D,G",B,high,True
8043933-2020-00033,"A,B,G",B,high,True
8043933-2020-00034,"B,G",B,high,True
8043933-2020-00035,"B,G",B,high,True
8043933-2020-00036,"D,G",D,high,True
8043933-2020-00037,"A,B,D,G",B,high,True
8043933-2020-00038,"A,D,G",A,high,True
8043933-2020-00039,"D,G",D,high,True
8043933-2020-00040,"B,G",B,high,True
8043933-2020-00041,"B,D,G",B,high,True
10449402,"F,G",F,high,False
8043933-2020-00044,"B,G",B,high,True
8043933-2020-00047,"D,G",D,high,True
8043933-2020-00048,"B,G",B,high,True
8043933-2020-00051,"D,B,G",B,high,True
8043933-2020-00053,"B,G",B,high,True
8043933-2020-00054,"B,G",B,high,True
8043933-2020-00055,"B,G",B,high,True
8043933-2020-00056,"D,G",D,high,True
8043933-2020-00057,"D,G",D,high,True
8043933-2020-00058,"D,G",D,high,True
10779084,"F,G",F,high,False
8043933-2020-00059,"B,D,G",B,high,True
8043933-2020-00060,"D,B,G",B,high,True
8043933-2020-00063,"D,B,G",B,high,True
8043933-2020-00064,"B,G",B,high,True
8043933-2020-00067,"D,B,G",B,high,True
8043933-2020-00068,"F,G",F,high,True
8043933-2020-00069,"D,E,G",D,high,True
8043933-2021-00001,"A,D,G",A,high,True
8043933-2021-00004,"D,B,G",B,high,True
8043933-2021-00006,"D,B,G",B,high,True
8043933-2021-00007,"A,D,G",A,high,True
8043933-2021-00008,"B,D,G",B,high,True
8043933-2021-00009,"B,G",B,high,True
8043933-2021-00011,"D,G",D,high,True
8043933-2021-00016,"B,D,G",B,high,True
8043933-2021-00017,"A,D,G",A,high,True
8043933-2021-00019,"D,B,G",B,high,True
8043933-2021-00023,"A,B,G",B,high,True
8043933-2021-00029,"D,G",D,high,True
8043933-2021-00031,"B,G",B,high,True
8043933-2021-00036,"B,D,G",B,high,True
8043933-2021-00039,"A,B,D,G",B,high,True
8043933-2021-00042,"D,B,G",B,high,True
8043933-2021-00043,"A,B,D,G",B,high,True
8043933-2021-00044,"D,B,G",B,high,True
8043933-2021-00045,"B,G",B,high,True
8043933-2021-00046,"D,B,G",B,high,True
8043933-2021-00048,"A,D,G",A,high,True
8043933-2021-00050,"D,B,G",B,high,True
8043933-2021-00056,"A,D,G",A,high,True
8043933-2021-00059,"D,B,G",B,high,True
8043933-2021-00061,"B,G",B,high,True
8043933-2021-00062,"D,G",D,high,True
8043933-2021-00063,"D,A,B,G",B,high,True
8043933-2021-00066,"D,B,G",B,high,True
8043933-2021-00072,"A,B,G",B,high,True
8043933-2021-00073,"D,B,G",B,high,True
8043933-2021-00074,"D,G",D,high,True
8043933-2022-00001,"B,G",B,high,True
8043933-2022-00002,"B,G",B,high,True
8043933-2022-00005,"D,G",D,high,True
8043933-2022-00012,"D,B,G",B,high,True
MW5107927,U,U,high,False
8043933-2022-00013,"B,G",B,high,True
8043933-2022-00026,"D,G",D,high,True
8043933-2022-00037,"D,B,G",B,high,True
8043933-2022-00038,"D,B,G",B,high,True
8043933-2022-00054,"B,G",B,high,True
8043933-2022-00053,"D,E",E,high,True
8043933-2022-00060,"B,G",B,high,True
8043933-2022-00068,"B,D,G",B,high,True
8043933-2022-00069,"D,G",D,medium,True
8043933-2023-00003,"B,G",B,high,True
8043933-2023-00004,"D,B",D,high,True
8043933-2023-00013,"D,G",D,high,True
8043933-2023-00017,"B,G",B,high,True
8043933-2023-00021,"B,G",B,high,True
8043933-2023-00026,"B,G",B,high,True
8043933-2023-00028,"B,D",B,high,True
8043933-2023-00029,"D,B,G",B,high,True
8043933-2023-00030,"B,G",B,high,True
8043933-2023-00034,"B,G",B,high,True
8043933-2023-00036,"B,D,G",B,high,True
8043933-2023-00037,"D,G",D,high,True
8043933-2023-00038,"B,G",B,high,True
8043933-2023-00041,"B,G",B,high,True
8043933-2023-00042,"D,G",D,high,True
8043933-2023-00044,"D,G",D,high,True
8043933-2023-00054,"D,G",D,high,True
MW5134229,"D,E",E,high,False
MW5134453,"D,E",E,high,False
8043933-2023-00063,"D,B,G",B,high,True
8043933-2023-00064,"B,G",B,high,True
8043933-2023-00069,"A,B,G",B,high,True
8043933-2023-00071,"A,D,G",A,high,True
8043933-2023-00076,"B,D,G",B,high,True
8043933-2023-00077,"B,G",B,high,True
8043933-2023-00078,"B,G",B,high,True
8043933-2023-00079,"D,G",D,high,True
8043933-2023-00080,"B,G",B,high,True
8043933-2023-00086,"B,G",B,high,True
8043933-2024-00005,"D,G",D,high,False
8043933-2024-00008,"B,G",B,high,True
8043933-2024-00017,"B,G",B,high,True
8043933-2024-00020,"D,B,G",B,high,True
8043933-2024-00023,"B,G",B,high,True
8043933-2024-00029,"D,G",D,medium,True
8043933-2024-00031,"A,B,D,G",B,high,True
8043933-2024-00032,"B,G",B,high,True
8043933-2024-00035,"B,G",B,high,True
8043933-2024-00037,"B,G",B,high,True
3028006458-2024-00001,G,G,medium,False
8043933-2024-00038,"D,B,G",B,high,True
3028006458-2024-00002,G,G,high,False
8043933-2024-00043,"B,G",B,high,True
8043933-2024-00046,"D,E,G",D,high,True
8043933-2024-00047,"A,D,G",A,high,True
8043933-2024-00050,"B,G",B,high,True
8043933-2024-00053,"B,G",B,high,True
8043933-2024-00056,"B,G",B,medium,True
8043933-2024-00057,"B,G",B,high,True
8043933-2024-00058,"B,D,G",B,high,True
8043933-2024-00061,"B,G",B,high,True
8043933-2024-00064,"B,D,G",B,high,True
8043933-2024-00067,"B,D,G",B,high,True
3028006458-2024-00004,"D,G",D,high,False
8043933-2024-00073,"D,B,G",B,high,True
8043933-2024-00078,"B,G",B,high,True
8043933-2024-00081,"B,G",B,high,True
8043933-2024-00083,"D,G",D,high,True
8043933-2024-00086,"B,D,G",B,high,True
8043933-2024-00089,"D,B,G",D,high,True
8043933-2025-00001,"B,G",B,high,True
8043933-2025-00002,"B,G",B,high,True
8043933-2025-00006,"B,G",B,high,True
8043933-2025-00008,"B,G",B,high,True
8043933-2025-00009,"B,G",B,high,True
8043933-2025-00010,"B,G",B,high,True
8043933-2025-00013,"D,G",D,high,True
8043933-2025-00015,"B,G",B,high,True
8043933-2025-00016,"B,G",B,high,True
8043933-2025-00017,"D,G",D,high,True
8043933-2025-00018,"B,G",B,high,True
8043933-2025-00024,"B,G",B,high,True
8043933-2025-00025,"B,G",B,high,True
8043933-2025-00029,"D,B,G",B,high,True
8043933-2025-00026,"B,G",B,high,True
8043933-2025-00031,"B,G",B,high,True
8043933-2025-00039,"D,B,G",B,high,True
8043933-2025-00048,"D,G",D,high,True
8043933-2025-00053,"D,B,G",B,high,True
8043933-2025-00054,"B,G",B,high,True
8043933-2025-00059,"B,D,G",B,high,True
8043933-2025-00063,"B,D,G",B,high,True
8043933-2025-00064,"A,B,G",B,high,True
8043933-2025-00066,"B,G",B,high,True
8043933-2025-00075,"B,D,G",B,high,True
8043933-2025-00085,"B,G",B,high,True
8043933-2025-00086,"B,G",B,high,True
8043933-2025-00088,"B,G",B,high,True
8043933-2026-00005,"D,G",D,high,True
8043933-2026-00013,"D,B,G",B,high,True
8043933-2026-00014,"B,G",B,high,True
8043933-2020-00001,"D,B,G",B,high,True
8043933-2020-00002,"B,G",B,high,True
8043933-2020-00003,"A,B,D,G",B,high,True
8043933-2020-00004,"B,G",B,high,True
8043933-2020-00006,"D,G",D,high,True
8043933-2020-00007,D,D,medium,True
8043933-2020-00008,"D,G",D,high,True
8043933-2020-00010,"D,A,B,G",B,high,True
8043933-2020-00011,"B,D,G",B,high,True
8043933-2020-00012,"D,G",D,high,True
8043933-2020-00014,"B,G",B,high,True
8043933-2020-00015,"B,D,G",B,high,True
8043933-2020-00016,"D,G",D,high,True
8043933-2020-00018,"D,G",D,high,True
8043933-2020-00020,"D,G",D,high,True
8043933-2020-00021,"A,B,D,G",B,high,True
10051218,F,F,high,False
10459360,U,U,high,False
10785171,"F,G",F,high,False
11154173,"D,E",D,medium,False
12224412,E,E,high,False
2916710-2021-00001,"D,G",D,high,False
MW5104982,"B,C,E",B,high,True
2916710-2021-00002,"D,G",D,high,False
3003094912-2022-00002,"D,E,G",D,high,False
14732343,"E,F",E,high,False
16145932,"F,G",F,high,False
2916710-2023-00002,"D,G",D,high,False
2916710-2023-00003,"F,G,D",F,high,False
MW5145635,"E,F",E,high,False
2916710-2023-00005,"E,F,G",E,high,False
2916710-2023-00006,"D,G",D,high,False
3010123525-2024-00001,"F,G",F,high,False
2916710-2024-00001,"E,D,G",E,medium,False
2916710-2024-00002,"D,G",D,high,False
3003094912-2024-00001,E,E,high,False
MW5163506,"A,B",B,medium,False
3010123525-2025-00001,"E,G",E,medium,False
3010123525-2025-00002,E,E,high,False
21321153,E,E,medium,False
21478416,"F,G",F,high,False
MW5170576,F,F,medium,False
22769851,"E,G",E,high,False
3010123525-2025-00003,"E,G",E,high,False
2916710-2025-00001,"D,G",D,high,False
2916710-2025-00002,"D,G",D,high,False
MW5178975,"D,B,G",D,high,True
9557520,"D,G",D,medium,False
2916710-2020-00002,"D,G",D,high,False
MW5094353,"B,D",B,high,False
3019216-2020-00026,"C,D",C,high,False
3019216-2020-00030,"C,D",C,high,False
MW5095227,"B,F",B,high,False
3019216-2020-00040,C,C,high,False
8030405-2020-00002,"B,D",B,medium,False
9611125-2020-00003,F,F,high,False
3019216-2020-00044,"E,F",E,medium,False
3019216-2020-00043,B,B,high,False
3019216-2020-00053,"F,G",F,high,False
